ID,Colore,Categoria,Domanda,A,B,C,Corretta,Battuta
#N009,viola,ANATOMIA A TAVOLA,La cacca è fatta per quanto di batteri?,"0%, è solo cibo",25-50%\! Metà batteri morti\!,100% puri batteri,B,"BUCHETTO SCIENZIATO:** ""Metà della tua cacca sono cadaveri di batteri\! È un cimitero che esce dal culetto\!"
#N010,viola,ANATOMIA A TAVOLA,Il tuo naso può distinguere quanti odori?,10: buono e cattivo,1 TRILIONE\! Più di un sommelier galattico\!,100 al massimo,B,"BUCHETTO NOSE:** ""Puoi distinguere ogni scoreggia\! Ognuna ha la sua firma olfattiva\! Il culetto è un artista\!"
#N011,viola,ANATOMIA A TAVOLA,Masticare bene il cibo...,È tempo perso,MIGLIORA digestione del 40%\!,Rovina i denti,B,"BUCHETTO MASTICA:** ""30 masticate \= culetto felice\! Ingoi intero \= cacca dura\! È matematica\!"
#N012,viola,ANATOMIA A TAVOLA,Il tuo colon contiene quanta cacca?,100 grammi max,2-8 KG\! Come un gatto\!,"20 kg, sei una discarica",B,"BUCHETTO WEIGHT:** ""Potresti portare in giro un gatto di cacca\! Per questo dopo il bagno ti senti leggero\! Liberation day\!"
#N013,viola,ANATOMIA A TAVOLA,I tuoi reni filtrano quanto sangue al giorno?,1 litro,180 LITRI\! Una vasca da bagno\!,10 litri,B,"BUCHETTO FILTER:** ""I reni sono la lavatrice del sangue\! Senza di loro il buchetto esplode di tossine\!"
#N014,viola,ANATOMIA A TAVOLA,Il pancreas produce cosa per digerire?,Magia pura,15+ ENZIMI diversi\! Una fabbrica chimica\!,Solo insulina,B,"BUCHETTO CHIMICO:** ""È il Walter White della digestione\! Produce più chimica di Breaking Bad\! Il culetto dipende da lui\!"
#N015,viola,ANATOMIA A TAVOLA,La bile è di che colore?,Rossa come il sangue,VERDE-GIALLA\! Come Hulk malato\!,Blu come i puffi,B,"BUCHETTO BILE:** ""È verde fluo\! Per questo la cacca è marrone: bile \+ cibo \= color Nutella\! Science\!"
#N016,viola,ANATOMIA A TAVOLA,Quanti muscoli usi per fare la cacca?,"1, il buchetto",OLTRE 30\! È un workout\!,"Nessuno, gravità",B,"BUCHETTO GYM:** ""Fare la cacca è palestra\! Addominali, diaframma, sfintere... È CrossFit del culetto\!"
#N017,viola,ANATOMIA A TAVOLA,Il tuo corpo produce quanta aria intestinale al giorno?,Un soffio,0.5-2 LITRI\! Una bottiglia di scoregge\!,"10 litri, sei un pallone",B,"RE FAGIOLINO CALCOLA:** ""Due litri di gas nobile\! Il culetto è una fabbrica di metano ecologico\!"
#N018,viola,ANATOMIA A TAVOLA,Le papille gustative si rigenerano ogni...,"Mai, quelle che hai hai",1-2 SETTIMANE\! Sempre nuove\!,10 anni,B,"BUCHETTO TASTE:** ""Ogni due settimane hai una lingua nuova\! Per questo i gusti cambiano\! Il culetto approva\!"
#N019,viola,ANATOMIA A TAVOLA,Il tuo stomaco ha un 'secondo cervello'?,"No, è stupido",SÌ\! 500 milioni di neuroni\! Sistema nervoso enterico\!,Ha 3 cervelli,B,"BUCHETTO NEURAL:** ""La pancia pensa\! Per questo 'senti le farfalle'\! Il culetto ha un PhD in neuroscienze\!"
#N020,viola,ANATOMIA A TAVOLA,"Quando hai fame, lo stomaco...",Si restringe,PRODUCE GRELINA\! L'ormone della fame\!,Muore,B,"BUCHETTO HORMONE:** ""La grelina è il Gremlin della fame\! Ti fa impazzire finché non mangi\! Il culetto subisce\!"
#N021,viola,ANATOMIA A TAVOLA,Il singhiozzo è causato da...,Fantasmi,SPASMO del diaframma\!,Troppa felicità,B,"BUCHETTO SPASMA:** ""Il diaframma fa le bizze\! Come quando il culetto ha i crampi\! È tutto collegato\!"
#N022,viola,ANATOMIA A TAVOLA,La cacca galleggia se...,Sei benedetto,HAI TROPPO GAS o grassi non digeriti\!,Hai superpoteri,B,"BUCHETTO GALLEGGIA:** ""Cacca che galleggia \= troppi grassi o aria\! Il culetto ti sta mandando un SOS\!"
#N023,viola,ANATOMIA A TAVOLA,Il colore normale della pipì è...,Trasparente sempre,GIALLO PAGLIERINO\! Come paglia\!,Verde fluo,B,"BUCHETTO IDRATA:** ""Giallo chiaro \= ok\! Giallo scuro \= bevi\! Arancione \= corri dal dottore\! Il culetto monitora\!"
#N024,viola,ANATOMIA A TAVOLA,Dopo mangiato il sangue va...,Al cervello per pensare,ALL'INTESTINO\! Per questo hai sonno\!,Nei muscoli,B,"BUCHETTO VAMPIRE:** ""L'intestino ruba tutto il sangue\! Il cervello va in standby\! Food coma del culetto\!"
#N025,viola,ANATOMIA A TAVOLA,Le emorroidi sono...,Alieni nel sedere,VENE GONFIE\! Come vene varicose del culetto\!,Muscoli extra,B,"BUCHETTO SOFFRE:** ""Il 50% degli adulti le ha\! Il culetto non è progettato per stare seduti 10 ore\!"
#N026,viola,ANATOMIA A TAVOLA,L'appendice serve a...,"Niente, è inutile",RISERVA DI BATTERI BUONI\! Backup del microbioma\!,Produrre dolore,B,"BUCHETTO BACKUP:** ""È l'hard disk di riserva dei batteri\! Quando hai la diarrea, ripopola\! Il culetto ha un piano B\!"
#N027,viola,ANATOMIA A TAVOLA,Il vomito viaggia a che velocità?,Piano piano,100+ KM/H\! Come un treno\!,Velocità luce,B,"BUCHETTO ROCKET:** ""È un missile biologico\! Per questo arrivi ovunque\! Buchetto è geloso di tanta potenza\!"
#N028,viola,ANATOMIA A TAVOLA,Quante volte dovresti masticare ogni boccone?,2-3 volte,20-30 VOLTE\!,100 volte,B,"BUCHETTO CONTA:** ""30 masticate \= enzimi attivati \= digestione top \= cacca perfetta\! Quick maths\!"
#N029,viola,ANATOMIA A TAVOLA,Il bruciore di stomaco è causato da...,Fuoco interno,ACIDO che risale nell'esofago\!,Demoni,B,"BUCHETTO LAVA:** ""L'acido fa il moonwalk verso la gola\! Il culetto dice: 'Wrong way, bro\!"
#N030,viola,ANATOMIA A TAVOLA,La stitichezza cronica può causare...,Superpoteri,TOSSINE riassorbite e problemi seri\!,Immortalità,B,"BUCHETTO ALARM:** ""La cacca ferma diventa tossica\! È come tenere la spazzatura in casa\! Il culetto implora libertà\!"
#N031,viola,ANATOMIA A TAVOLA,Il tuo corpo è fatto d'acqua per il...,"10%, sei un biscotto",60-70%\! Sei una bottiglia che cammina\!,"99%, sei acqua pura",B,"BUCHETTO SPLASH:** ""Sei più acqua che persona\! Per questo la cacca secca fa male\! Idrata il culetto\!"
#N032,viola,ANATOMIA A TAVOLA,Le scoregge puzzano per colpa di...,Magia nera,ZOLFO\! Idrogeno solforato\!,Profumo naturale,B,"RE FAGIOLINO CHEMISTRY:** ""Lo zolfo è il profumiere delle scoregge\! Uova \= zolfo \= morte\! Il culetto produce arte olfattiva\!"
#N033,viola,ANATOMIA A TAVOLA,Trattenere le scoregge...,Ti rende più forte,LE FA RIASSORBIRE nel sangue\!,Le trasforma in burp,B,"BUCHETTO WARN:** ""Il gas torna nel sangue e esce dai polmoni\! Stai respirando scoregge\! Il culetto si vendica\!"
#N034,viola,ANATOMIA A TAVOLA,Il cibo impiega quanto a diventare cacca completa?,10 minuti fast & furious,24-72 ORE\! Tre giorni di viaggio\!,Un mese intero,B,"BUCHETTO TIMER:** ""La carne sta 4+ giorni\! Le verdure 1-2\! Fast track vs autostrada intasata\!"
#N035,viola,ANATOMIA A TAVOLA,Masticare attiva quale enzima magico?,"Nessuno, è solo per frantumare",AMILASI SALIVARE\! Digerisce già i carboidrati\!,Proteasi killer,B,"BUCHETTO CHEMISTRY:** ""La digestione inizia in bocca\! Chi ingoia intero ha il culetto nei guai\!"
#N036,viola,ANATOMIA A TAVOLA,Vitamina C \+ ferro vegetale \= ?,Esplosione atomica,SUPER ASSORBIMENTO\! Fino al 300% in più\!,Si annullano,B,"BUCHETTO COMBO:** ""Spinaci \+ limone \= Popeye mode activated\! Il culetto ringrazia\!"
#N037,viola,ANATOMIA A TAVOLA,Il 'colesterolo cattivo' LDL fa cosa?,Ti rende immortale,INTASA LE ARTERIE come cemento\!,Pulisce il sangue,B,"BUCHETTO IDRAULICO:** ""LDL \= il muratore che blocca i tubi\! Il tuo culetto ha bisogno di HDL lo spazzino\!"
#N038,viola,ANATOMIA A TAVOLA,Un grammo di grasso \= quante calorie?,4 come le proteine,9 CALORIE\! Più del doppio\!,100 calorie,B,"BUCHETTO MATH:** ""Grassi \= benzina super concentrata\! Per questo il burro ti esplode nel culetto\!"
#N039,viola,ANATOMIA A TAVOLA,La pipì gialla scura significa?,Sei un supereroe,DISIDRATAZIONE\! Bevi subito\!,Troppa acqua,B,"BUCHETTO ALLARME:** ""Pipì scura \= SOS dal rene\! Il tuo culetto sta diventando il Sahara\!"
#N040,viola,ANATOMIA A TAVOLA,Le fibre fermentate nel colon producono?,Oro liquido,BUTIRRATO\! Superfood per il colon\!,Veleno mortale,B,"BUCHETTO FINALE:** ""Il butirrato è il Red Bull del tuo intestino\! Chi non mangia verdura fa la cacca dura dura\!"
#S01,giallo,SPECIALE,Scoreggia Salvifica,,,,,Eviti una penalità facendo il suono della scoreggia più creativo
#S02,giallo,SPECIALE,Cacca Dura Dura,,,,,Perdi un turno per costipazione
#S03,giallo,SPECIALE,Re Fagiolino Regna,,,,,REVERSE: il verso del gioco è invertito
#S04,giallo,SPECIALE,Maledetto Wurstel,,,,,"Perdi tutti gli ingredienti! Solo la ""Scorreggia Salvifica"" può salvarti"
#S05,giallo,SPECIALE,Duello di Buchetti,,,,,"Sfidi un avversario rispondendo alle domande fino all'ultimo duello. Chi vince prende l'ingrediente, chi perde deve scartarne uno"
#S06,giallo,SPECIALE,Doppio Turno - BUCHETTO POWER UP!,,,,,Rispondi a 2 domande di fila. 2 giuste = +2 ingredienti ma se sbagli ne scarti uno
#S07,giallo,SPECIALE,"Scambia piatti - ""POWER OF THE VEGGIE!",,,,,Scambio piatti: scambia il tuo piatto con quello di un altro giocatore (tranne se Scorreggia Salvavita)
